,doc_sentiments,documents,zone_sentiments
236,-3.5749010740531375,"['Joe Biden Doesn’t Look So Electable in Person', 'He may be a likable white man', "" but his performance on the trail doesn't inspire confidence.""]","[0, -1.6896551724137931, -1.8852459016393441]"
237,-1.2243589743589745,"['Why Joe Biden still has plenty of work to do with black voters', 'The former vice president has a big lead with a crucial Democratic voting bloc. But in a field with plenty of options', ' that support is far from permanent.']","[0.0, 0.13675213675213677, -1.3611111111111112]"
238,0.2876369327073552,"['Joe Biden is a candidate of the oligarchy. Democratic primary voters will see through him.', ""Joe Biden's 'humble roots' shtick has got to go. He is not a friend of the average American and voters will see the real impact of his record.""]","[0.47777777777777775, -0.19014084507042256]"
239,0.33795066413662245,"['Joe Biden tries and fails to keep the press at bay', 'All is not well in Bidenland. At a fundraiser on Tuesday night', ' he brought up his past working relationships with James Eastland and Herman Talmadge', ' two ...']","[1.0, -0.4032258064516129, -0.2588235294117647, 0]"
240,-0.27586206896551724,"[""Swalwell urges Biden to 'pass the torch' to new generation"", 'Rep. Eric Swalwell (D-CA) urged former Vice President Joe Biden to ""pass the torch"" to a new generation during night two of the first Democratic debate of the ...']","[-0.27586206896551724, 0.0]"
241,-1.4000000000000001,"['Joe Biden’s Glide vs. Elizabeth Warren’s Grind', 'Speaking separately at a forum focused on the poor on Monday', ' Joe Biden and Elizabeth Warren somehow managed to use strikingly similar vernacular when ...']","[0, 0.26666666666666666, -1.6666666666666667]"
242,2.0451599983980135,"[""Joe Biden described being an 'odd man out' with Democrats on abortion in 2006 interview"", 'Former Vice President Joe Biden described himself in 2006 as an ""odd man out"" within his own party on the issue of abortion', ' saying he made all sides angry ...']","[0.3908045977011494, 0.6829268292682926, 0.9714285714285714]"
243,0.4145057962172056,"['Joe Biden probably won’t stop making comments some people find sexist - Business Insider', ""Former vice president Joe Biden's 2020 presidential campaign has been dogged by questions about the candidate's approach to women since before he ...""]","[-0.10227272727272728, 0.5167785234899329]"
244,2.011158420202613,"['Kamala Harris confronts Joe Biden on debate stage', 'Sen. Kamala Harris (D-CA) confronted former Vice President Joe Biden on his recent remarks defending his work with segregationist senators.']","[1.3061224489795917, 0.7050359712230216]"
245,-0.43956043956043955,"[""Joe Biden didn't just compromise with segregationists. He fought for their cause in schools"", ' experts say.', 'Joe Biden helped give America the language that is still used to oppose school integration today', ' legislative and education history experts say.']","[-0.43956043956043955, 0, 0.0, 0]"
246,0.6428571428571429,"['Joe Biden on Abortion and the Hyde Amendment', ""For all Joseph R. Biden Jr.'s efforts to focus his campaign on the economy and the middle class"", ' he has been unable to escape his past views on more ...']","[0, 0, 0.6428571428571429]"
247,-0.5592705167173252,"[""Biden sidesteps questions about his son's foreign business dealings but promises ethics pledge"", ""Democratic presidential candidate Joe Biden declined to answer questions on the campaign trail this week about his son's overseas business dealings in ...""]","[-1.202127659574468, 0.6428571428571429]"
248,3.8534313725490197,"['Biden’s mission', ' Don’t punch down', 'In past debates', "" Biden has knocked it out of the park. But this time he's the central target on a crowded stage and he's been coached to avoid conflict.""]","[1.0666666666666667, 1.4705882352941178, 0, 1.3161764705882353]"
249,0.4809236947791165,"['At Debate', ' Biden Said He Got GOP to Raise Taxes. It Was BS', ""It didn't take long for the political classes to decide that the biggest loser in part two of the first Democratic primary debate was former Vice President Joe Biden.""]","[0, 0.08333333333333333, 0.3975903614457832]"
250,5.761904761904762,"['Biden defends crime bill amid criticism from Democratic foes and Trump', 'Joe Biden is defending what many Democrats see as all but indefensible', ' the 1994 crime bill.']","[2.157142857142857, 2.414285714285714, 1.1904761904761905]"
251,-0.010194863853400404,"['Joe Biden Says He Can Work With the Senate. The Last Time He Tried', ' Mitch McConnell Picked His Pockets Badly.', 'As the year 2012 wound down', ' Democrats hopefully eyed what looked to be one of the last opportunities for genuine legislative progress in a divided ...']","[0, 0.38095238095238093, 0.9259259259259259, -1.3170731707317074]"
252,2.400665093327612,"['Joe Biden is facing fundraising struggles in Silicon Valley', ""Joe Biden's fundraising roster in Silicon Valley skews older and does not seem to capture much of the new wealth and influence created by today's hot tech ...""]","[2.4576271186440675, -0.056962025316455694]"
253,3.8210247070003165,"['Joe Biden’s behavior with girls and women draws scrutiny', 'Recent incidents have sparked controversy', ' but some voters may like Joe Biden just the way he is.']","[0.16071428571428573, 3.951219512195122, -0.2909090909090909]"
254,0.8579401319127347,"['Cory Booker shuts down Joe Biden', ' This is what I know', 'Democratic presidential candidate Cory Booker responds to rival Joe Biden', ' who said Booker should apologize to him after the New Jersey senator sharply ...']","[0, 0, 0.5616438356164384, 0.29629629629629634]"
255,-1.528956228956229,"['The qualities that made Joe Biden an effective running mate in 2008 hurt his 2020 presidential bid | Opinion', 'In order to win the presidency', ' Biden needs to shed the very attributes and talents that once placed him a heartbeat away from it.']","[-0.3703703703703704, -0.3, -0.8585858585858586]"
256,1.5747368421052632,"['Joe Biden on Crime and Mass Incarceration', ""During the '80s and '90s"", ' Mr. Biden helped shepherd a string of bills that transformed the criminal justice system — and', ' experts say', "" hurt America's black ...""]","[0, 0, 0.29473684210526313, 0, 1.28]"
257,0.19594594594594594,"['Is Joe Biden the Wrong Man at the Wrong Time?', 'In early 2015', ' it seemed obvious to most political observers (including me) that Jeb Bush was the most likely Republican presidential nominee. He may not have ...']","[0, 0, 0.19594594594594594]"
258,0.1893687707641196,"['Amazon to Joe Biden', ' We pay all the taxes we owe', 'Joe Biden jumped into the debate over corporate taxes with a jab at Amazon on Thursday', ' and Amazon jabbed back.']","[0, 0.14285714285714285, 0.046511627906976744, 0]"
